ImageNumber,ObjectNumber,Metadata_Channel,Metadata_Column,Metadata_Field,Metadata_FileLocation,Metadata_Frame,Metadata_Plane,Metadata_Row,Metadata_Series,Metadata_Time,Metadata_Well
1,1,nan,003,1,nan,0,001,001,0,001,A003
1,2,nan,003,1,nan,0,001,001,0,001,A003
1,3,nan,003,1,nan,0,001,001,0,001,A003
1,4,nan,003,1,nan,0,001,001,0,001,A003
1,5,nan,003,1,nan,0,001,001,0,001,A003
1,6,nan,003,1,nan,0,001,001,0,001,A003
1,7,nan,003,1,nan,0,001,001,0,001,A003
1,8,nan,003,1,nan,0,001,001,0,001,A003
1,9,nan,003,1,nan,0,001,001,0,001,A003
1,10,nan,003,1,nan,0,001,001,0,001,A003
1,11,nan,003,1,nan,0,001,001,0,001,A003
1,12,nan,003,1,nan,0,001,001,0,001,A003
1,13,nan,003,1,nan,0,001,001,0,001,A003
1,14,nan,003,1,nan,0,001,001,0,001,A003
1,15,nan,003,1,nan,0,001,001,0,001,A003
1,16,nan,003,1,nan,0,001,001,0,001,A003
1,17,nan,003,1,nan,0,001,001,0,001,A003
1,18,nan,003,1,nan,0,001,001,0,001,A003
1,19,nan,003,1,nan,0,001,001,0,001,A003
1,20,nan,003,1,nan,0,001,001,0,001,A003
1,21,nan,003,1,nan,0,001,001,0,001,A003
1,22,nan,003,1,nan,0,001,001,0,001,A003
1,23,nan,003,1,nan,0,001,001,0,001,A003
1,24,nan,003,1,nan,0,001,001,0,001,A003
1,25,nan,003,1,nan,0,001,001,0,001,A003
1,26,nan,003,1,nan,0,001,001,0,001,A003
1,27,nan,003,1,nan,0,001,001,0,001,A003
1,28,nan,003,1,nan,0,001,001,0,001,A003
1,29,nan,003,1,nan,0,001,001,0,001,A003
1,30,nan,003,1,nan,0,001,001,0,001,A003
1,31,nan,003,1,nan,0,001,001,0,001,A003
1,32,nan,003,1,nan,0,001,001,0,001,A003
1,33,nan,003,1,nan,0,001,001,0,001,A003
1,34,nan,003,1,nan,0,001,001,0,001,A003
1,35,nan,003,1,nan,0,001,001,0,001,A003
1,36,nan,003,1,nan,0,001,001,0,001,A003
2,1,nan,003,10,nan,0,001,001,0,001,A003
2,2,nan,003,10,nan,0,001,001,0,001,A003
2,3,nan,003,10,nan,0,001,001,0,001,A003
2,4,nan,003,10,nan,0,001,001,0,001,A003
2,5,nan,003,10,nan,0,001,001,0,001,A003
2,6,nan,003,10,nan,0,001,001,0,001,A003
2,7,nan,003,10,nan,0,001,001,0,001,A003
2,8,nan,003,10,nan,0,001,001,0,001,A003
2,9,nan,003,10,nan,0,001,001,0,001,A003
2,10,nan,003,10,nan,0,001,001,0,001,A003
2,11,nan,003,10,nan,0,001,001,0,001,A003
2,12,nan,003,10,nan,0,001,001,0,001,A003
2,13,nan,003,10,nan,0,001,001,0,001,A003
2,14,nan,003,10,nan,0,001,001,0,001,A003
2,15,nan,003,10,nan,0,001,001,0,001,A003
2,16,nan,003,10,nan,0,001,001,0,001,A003
2,17,nan,003,10,nan,0,001,001,0,001,A003
2,18,nan,003,10,nan,0,001,001,0,001,A003
2,19,nan,003,10,nan,0,001,001,0,001,A003
2,20,nan,003,10,nan,0,001,001,0,001,A003
3,1,nan,003,2,nan,0,001,001,0,001,A003
3,2,nan,003,2,nan,0,001,001,0,001,A003
3,3,nan,003,2,nan,0,001,001,0,001,A003
3,4,nan,003,2,nan,0,001,001,0,001,A003
3,5,nan,003,2,nan,0,001,001,0,001,A003
3,6,nan,003,2,nan,0,001,001,0,001,A003
3,7,nan,003,2,nan,0,001,001,0,001,A003
3,8,nan,003,2,nan,0,001,001,0,001,A003
3,9,nan,003,2,nan,0,001,001,0,001,A003
3,10,nan,003,2,nan,0,001,001,0,001,A003
3,11,nan,003,2,nan,0,001,001,0,001,A003
3,12,nan,003,2,nan,0,001,001,0,001,A003
3,13,nan,003,2,nan,0,001,001,0,001,A003
3,14,nan,003,2,nan,0,001,001,0,001,A003
3,15,nan,003,2,nan,0,001,001,0,001,A003
3,16,nan,003,2,nan,0,001,001,0,001,A003
3,17,nan,003,2,nan,0,001,001,0,001,A003
3,18,nan,003,2,nan,0,001,001,0,001,A003
3,19,nan,003,2,nan,0,001,001,0,001,A003
3,20,nan,003,2,nan,0,001,001,0,001,A003
3,21,nan,003,2,nan,0,001,001,0,001,A003
3,22,nan,003,2,nan,0,001,001,0,001,A003
3,23,nan,003,2,nan,0,001,001,0,001,A003
3,24,nan,003,2,nan,0,001,001,0,001,A003
3,25,nan,003,2,nan,0,001,001,0,001,A003
3,26,nan,003,2,nan,0,001,001,0,001,A003
3,27,nan,003,2,nan,0,001,001,0,001,A003
3,28,nan,003,2,nan,0,001,001,0,001,A003
3,29,nan,003,2,nan,0,001,001,0,001,A003
3,30,nan,003,2,nan,0,001,001,0,001,A003
3,31,nan,003,2,nan,0,001,001,0,001,A003
3,32,nan,003,2,nan,0,001,001,0,001,A003
3,33,nan,003,2,nan,0,001,001,0,001,A003
3,34,nan,003,2,nan,0,001,001,0,001,A003
4,1,nan,003,3,nan,0,001,001,0,001,A003
4,2,nan,003,3,nan,0,001,001,0,001,A003
4,3,nan,003,3,nan,0,001,001,0,001,A003
4,4,nan,003,3,nan,0,001,001,0,001,A003
4,5,nan,003,3,nan,0,001,001,0,001,A003
4,6,nan,003,3,nan,0,001,001,0,001,A003
4,7,nan,003,3,nan,0,001,001,0,001,A003
4,8,nan,003,3,nan,0,001,001,0,001,A003
4,9,nan,003,3,nan,0,001,001,0,001,A003
4,10,nan,003,3,nan,0,001,001,0,001,A003
4,11,nan,003,3,nan,0,001,001,0,001,A003
4,12,nan,003,3,nan,0,001,001,0,001,A003
4,13,nan,003,3,nan,0,001,001,0,001,A003
4,14,nan,003,3,nan,0,001,001,0,001,A003
4,15,nan,003,3,nan,0,001,001,0,001,A003
4,16,nan,003,3,nan,0,001,001,0,001,A003
4,17,nan,003,3,nan,0,001,001,0,001,A003
4,18,nan,003,3,nan,0,001,001,0,001,A003
4,19,nan,003,3,nan,0,001,001,0,001,A003
4,20,nan,003,3,nan,0,001,001,0,001,A003
4,21,nan,003,3,nan,0,001,001,0,001,A003
5,1,nan,003,4,nan,0,001,001,0,001,A003
5,2,nan,003,4,nan,0,001,001,0,001,A003
5,3,nan,003,4,nan,0,001,001,0,001,A003
5,4,nan,003,4,nan,0,001,001,0,001,A003
5,5,nan,003,4,nan,0,001,001,0,001,A003
5,6,nan,003,4,nan,0,001,001,0,001,A003
5,7,nan,003,4,nan,0,001,001,0,001,A003
5,8,nan,003,4,nan,0,001,001,0,001,A003
5,9,nan,003,4,nan,0,001,001,0,001,A003
5,10,nan,003,4,nan,0,001,001,0,001,A003
5,11,nan,003,4,nan,0,001,001,0,001,A003
5,12,nan,003,4,nan,0,001,001,0,001,A003
5,13,nan,003,4,nan,0,001,001,0,001,A003
5,14,nan,003,4,nan,0,001,001,0,001,A003
5,15,nan,003,4,nan,0,001,001,0,001,A003
5,16,nan,003,4,nan,0,001,001,0,001,A003
5,17,nan,003,4,nan,0,001,001,0,001,A003
5,18,nan,003,4,nan,0,001,001,0,001,A003
6,1,nan,003,5,nan,0,001,001,0,001,A003
6,2,nan,003,5,nan,0,001,001,0,001,A003
6,3,nan,003,5,nan,0,001,001,0,001,A003
6,4,nan,003,5,nan,0,001,001,0,001,A003
6,5,nan,003,5,nan,0,001,001,0,001,A003
6,6,nan,003,5,nan,0,001,001,0,001,A003
6,7,nan,003,5,nan,0,001,001,0,001,A003
6,8,nan,003,5,nan,0,001,001,0,001,A003
6,9,nan,003,5,nan,0,001,001,0,001,A003
6,10,nan,003,5,nan,0,001,001,0,001,A003
6,11,nan,003,5,nan,0,001,001,0,001,A003
6,12,nan,003,5,nan,0,001,001,0,001,A003
6,13,nan,003,5,nan,0,001,001,0,001,A003
6,14,nan,003,5,nan,0,001,001,0,001,A003
6,15,nan,003,5,nan,0,001,001,0,001,A003
6,16,nan,003,5,nan,0,001,001,0,001,A003
6,17,nan,003,5,nan,0,001,001,0,001,A003
6,18,nan,003,5,nan,0,001,001,0,001,A003
6,19,nan,003,5,nan,0,001,001,0,001,A003
6,20,nan,003,5,nan,0,001,001,0,001,A003
6,21,nan,003,5,nan,0,001,001,0,001,A003
6,22,nan,003,5,nan,0,001,001,0,001,A003
6,23,nan,003,5,nan,0,001,001,0,001,A003
6,24,nan,003,5,nan,0,001,001,0,001,A003
7,1,nan,003,6,nan,0,001,001,0,001,A003
7,2,nan,003,6,nan,0,001,001,0,001,A003
7,3,nan,003,6,nan,0,001,001,0,001,A003
7,4,nan,003,6,nan,0,001,001,0,001,A003
7,5,nan,003,6,nan,0,001,001,0,001,A003
7,6,nan,003,6,nan,0,001,001,0,001,A003
7,7,nan,003,6,nan,0,001,001,0,001,A003
7,8,nan,003,6,nan,0,001,001,0,001,A003
7,9,nan,003,6,nan,0,001,001,0,001,A003
7,10,nan,003,6,nan,0,001,001,0,001,A003
7,11,nan,003,6,nan,0,001,001,0,001,A003
7,12,nan,003,6,nan,0,001,001,0,001,A003
7,13,nan,003,6,nan,0,001,001,0,001,A003
7,14,nan,003,6,nan,0,001,001,0,001,A003
7,15,nan,003,6,nan,0,001,001,0,001,A003
7,16,nan,003,6,nan,0,001,001,0,001,A003
7,17,nan,003,6,nan,0,001,001,0,001,A003
7,18,nan,003,6,nan,0,001,001,0,001,A003
