ImageNumber,ObjectNumber,Metadata_Channel,Metadata_Column,Metadata_Field,Metadata_FileLocation,Metadata_Frame,Metadata_Plane,Metadata_Row,Metadata_Series,Metadata_Time,Metadata_Well,Parent_Bac
9,22,nan,003,8,nan,0,001,001,0,001,A003,22
9,23,nan,003,8,nan,0,001,001,0,001,A003,23
9,24,nan,003,8,nan,0,001,001,0,001,A003,24
9,25,nan,003,8,nan,0,001,001,0,001,A003,25
9,26,nan,003,8,nan,0,001,001,0,001,A003,26
9,27,nan,003,8,nan,0,001,001,0,001,A003,27
9,28,nan,003,8,nan,0,001,001,0,001,A003,29
9,29,nan,003,8,nan,0,001,001,0,001,A003,30
9,30,nan,003,8,nan,0,001,001,0,001,A003,31
10,1,nan,003,9,nan,0,001,001,0,001,A003,1
10,2,nan,003,9,nan,0,001,001,0,001,A003,2
10,3,nan,003,9,nan,0,001,001,0,001,A003,3
10,4,nan,003,9,nan,0,001,001,0,001,A003,4
10,5,nan,003,9,nan,0,001,001,0,001,A003,5
10,6,nan,003,9,nan,0,001,001,0,001,A003,6
10,7,nan,003,9,nan,0,001,001,0,001,A003,7
10,8,nan,003,9,nan,0,001,001,0,001,A003,8
10,9,nan,003,9,nan,0,001,001,0,001,A003,9
10,10,nan,003,9,nan,0,001,001,0,001,A003,10
10,11,nan,003,9,nan,0,001,001,0,001,A003,11
10,12,nan,003,9,nan,0,001,001,0,001,A003,13
10,13,nan,003,9,nan,0,001,001,0,001,A003,14
10,14,nan,003,9,nan,0,001,001,0,001,A003,15
10,15,nan,003,9,nan,0,001,001,0,001,A003,16
10,16,nan,003,9,nan,0,001,001,0,001,A003,17
10,17,nan,003,9,nan,0,001,001,0,001,A003,18
10,18,nan,003,9,nan,0,001,001,0,001,A003,19
10,19,nan,003,9,nan,0,001,001,0,001,A003,20
10,20,nan,003,9,nan,0,001,001,0,001,A003,21
10,21,nan,003,9,nan,0,001,001,0,001,A003,22
10,22,nan,003,9,nan,0,001,001,0,001,A003,23
10,23,nan,003,9,nan,0,001,001,0,001,A003,24
10,24,nan,003,9,nan,0,001,001,0,001,A003,25
10,25,nan,003,9,nan,0,001,001,0,001,A003,26
10,26,nan,003,9,nan,0,001,001,0,001,A003,27
10,27,nan,003,9,nan,0,001,001,0,001,A003,28
10,28,nan,003,9,nan,0,001,001,0,001,A003,29
10,29,nan,003,9,nan,0,001,001,0,001,A003,30
10,30,nan,003,9,nan,0,001,001,0,001,A003,31
10,31,nan,003,9,nan,0,001,001,0,001,A003,32
10,32,nan,003,9,nan,0,001,001,0,001,A003,34
10,33,nan,003,9,nan,0,001,001,0,001,A003,35
10,34,nan,003,9,nan,0,001,001,0,001,A003,36
10,35,nan,003,9,nan,0,001,001,0,001,A003,37
10,36,nan,003,9,nan,0,001,001,0,001,A003,38
10,37,nan,003,9,nan,0,001,001,0,001,A003,39
10,38,nan,003,9,nan,0,001,001,0,001,A003,40
10,39,nan,003,9,nan,0,001,001,0,001,A003,41
10,40,nan,003,9,nan,0,001,001,0,001,A003,42
10,41,nan,003,9,nan,0,001,001,0,001,A003,43
10,42,nan,003,9,nan,0,001,001,0,001,A003,44
10,43,nan,003,9,nan,0,001,001,0,001,A003,45
10,44,nan,003,9,nan,0,001,001,0,001,A003,46
10,45,nan,003,9,nan,0,001,001,0,001,A003,47
10,46,nan,003,9,nan,0,001,001,0,001,A003,48
10,47,nan,003,9,nan,0,001,001,0,001,A003,49
10,48,nan,003,9,nan,0,001,001,0,001,A003,50
10,49,nan,003,9,nan,0,001,001,0,001,A003,51
11,1,nan,022,1,nan,0,001,001,0,001,A022,1
11,2,nan,022,1,nan,0,001,001,0,001,A022,2
11,3,nan,022,1,nan,0,001,001,0,001,A022,3
11,4,nan,022,1,nan,0,001,001,0,001,A022,4
11,5,nan,022,1,nan,0,001,001,0,001,A022,5
11,6,nan,022,1,nan,0,001,001,0,001,A022,6
11,7,nan,022,1,nan,0,001,001,0,001,A022,7
11,8,nan,022,1,nan,0,001,001,0,001,A022,8
11,9,nan,022,1,nan,0,001,001,0,001,A022,9
11,10,nan,022,1,nan,0,001,001,0,001,A022,10
11,11,nan,022,1,nan,0,001,001,0,001,A022,11
11,12,nan,022,1,nan,0,001,001,0,001,A022,12
11,13,nan,022,1,nan,0,001,001,0,001,A022,13
11,14,nan,022,1,nan,0,001,001,0,001,A022,14
11,15,nan,022,1,nan,0,001,001,0,001,A022,15
11,16,nan,022,1,nan,0,001,001,0,001,A022,16
11,17,nan,022,1,nan,0,001,001,0,001,A022,17
11,18,nan,022,1,nan,0,001,001,0,001,A022,18
11,19,nan,022,1,nan,0,001,001,0,001,A022,19
11,20,nan,022,1,nan,0,001,001,0,001,A022,20
11,21,nan,022,1,nan,0,001,001,0,001,A022,21
11,22,nan,022,1,nan,0,001,001,0,001,A022,22
11,23,nan,022,1,nan,0,001,001,0,001,A022,23
11,24,nan,022,1,nan,0,001,001,0,001,A022,24
11,25,nan,022,1,nan,0,001,001,0,001,A022,25
11,26,nan,022,1,nan,0,001,001,0,001,A022,26
11,27,nan,022,1,nan,0,001,001,0,001,A022,27
11,28,nan,022,1,nan,0,001,001,0,001,A022,28
11,29,nan,022,1,nan,0,001,001,0,001,A022,29
11,30,nan,022,1,nan,0,001,001,0,001,A022,30
11,31,nan,022,1,nan,0,001,001,0,001,A022,31
11,32,nan,022,1,nan,0,001,001,0,001,A022,32
11,33,nan,022,1,nan,0,001,001,0,001,A022,33
11,34,nan,022,1,nan,0,001,001,0,001,A022,34
11,35,nan,022,1,nan,0,001,001,0,001,A022,35
11,36,nan,022,1,nan,0,001,001,0,001,A022,36
11,37,nan,022,1,nan,0,001,001,0,001,A022,37
11,38,nan,022,1,nan,0,001,001,0,001,A022,38
11,39,nan,022,1,nan,0,001,001,0,001,A022,39
12,1,nan,022,10,nan,0,001,001,0,001,A022,1
12,2,nan,022,10,nan,0,001,001,0,001,A022,2
12,3,nan,022,10,nan,0,001,001,0,001,A022,3
12,4,nan,022,10,nan,0,001,001,0,001,A022,4
12,5,nan,022,10,nan,0,001,001,0,001,A022,5
12,6,nan,022,10,nan,0,001,001,0,001,A022,6
12,7,nan,022,10,nan,0,001,001,0,001,A022,7
12,8,nan,022,10,nan,0,001,001,0,001,A022,8
12,9,nan,022,10,nan,0,001,001,0,001,A022,9
12,10,nan,022,10,nan,0,001,001,0,001,A022,10
12,11,nan,022,10,nan,0,001,001,0,001,A022,11
12,12,nan,022,10,nan,0,001,001,0,001,A022,12
12,13,nan,022,10,nan,0,001,001,0,001,A022,13
12,14,nan,022,10,nan,0,001,001,0,001,A022,14
12,15,nan,022,10,nan,0,001,001,0,001,A022,15
12,16,nan,022,10,nan,0,001,001,0,001,A022,16
12,17,nan,022,10,nan,0,001,001,0,001,A022,17
12,18,nan,022,10,nan,0,001,001,0,001,A022,18
12,19,nan,022,10,nan,0,001,001,0,001,A022,19
12,20,nan,022,10,nan,0,001,001,0,001,A022,20
12,21,nan,022,10,nan,0,001,001,0,001,A022,21
12,22,nan,022,10,nan,0,001,001,0,001,A022,22
12,23,nan,022,10,nan,0,001,001,0,001,A022,23
12,24,nan,022,10,nan,0,001,001,0,001,A022,24
12,25,nan,022,10,nan,0,001,001,0,001,A022,25
12,26,nan,022,10,nan,0,001,001,0,001,A022,26
12,27,nan,022,10,nan,0,001,001,0,001,A022,27
12,28,nan,022,10,nan,0,001,001,0,001,A022,28
12,29,nan,022,10,nan,0,001,001,0,001,A022,29
12,30,nan,022,10,nan,0,001,001,0,001,A022,30
12,31,nan,022,10,nan,0,001,001,0,001,A022,31
12,32,nan,022,10,nan,0,001,001,0,001,A022,32
12,33,nan,022,10,nan,0,001,001,0,001,A022,33
12,34,nan,022,10,nan,0,001,001,0,001,A022,34
12,35,nan,022,10,nan,0,001,001,0,001,A022,35
12,36,nan,022,10,nan,0,001,001,0,001,A022,36
12,37,nan,022,10,nan,0,001,001,0,001,A022,37
12,38,nan,022,10,nan,0,001,001,0,001,A022,38
12,39,nan,022,10,nan,0,001,001,0,001,A022,39
12,40,nan,022,10,nan,0,001,001,0,001,A022,40
12,41,nan,022,10,nan,0,001,001,0,001,A022,41
12,42,nan,022,10,nan,0,001,001,0,001,A022,42
12,43,nan,022,10,nan,0,001,001,0,001,A022,43
12,44,nan,022,10,nan,0,001,001,0,001,A022,44
12,45,nan,022,10,nan,0,001,001,0,001,A022,45
12,46,nan,022,10,nan,0,001,001,0,001,A022,46
12,47,nan,022,10,nan,0,001,001,0,001,A022,47
12,48,nan,022,10,nan,0,001,001,0,001,A022,48
12,49,nan,022,10,nan,0,001,001,0,001,A022,49
12,50,nan,022,10,nan,0,001,001,0,001,A022,50
12,51,nan,022,10,nan,0,001,001,0,001,A022,51
12,52,nan,022,10,nan,0,001,001,0,001,A022,52
12,53,nan,022,10,nan,0,001,001,0,001,A022,53
12,54,nan,022,10,nan,0,001,001,0,001,A022,54
12,55,nan,022,10,nan,0,001,001,0,001,A022,55
12,56,nan,022,10,nan,0,001,001,0,001,A022,56
12,57,nan,022,10,nan,0,001,001,0,001,A022,57
12,58,nan,022,10,nan,0,001,001,0,001,A022,58
12,59,nan,022,10,nan,0,001,001,0,001,A022,59
12,60,nan,022,10,nan,0,001,001,0,001,A022,60
12,61,nan,022,10,nan,0,001,001,0,001,A022,61
12,62,nan,022,10,nan,0,001,001,0,001,A022,62
12,63,nan,022,10,nan,0,001,001,0,001,A022,63
12,64,nan,022,10,nan,0,001,001,0,001,A022,64
12,65,nan,022,10,nan,0,001,001,0,001,A022,65
12,66,nan,022,10,nan,0,001,001,0,001,A022,66
12,67,nan,022,10,nan,0,001,001,0,001,A022,67
12,68,nan,022,10,nan,0,001,001,0,001,A022,68
12,69,nan,022,10,nan,0,001,001,0,001,A022,69
12,70,nan,022,10,nan,0,001,001,0,001,A022,70
12,71,nan,022,10,nan,0,001,001,0,001,A022,71
12,72,nan,022,10,nan,0,001,001,0,001,A022,72
12,73,nan,022,10,nan,0,001,001,0,001,A022,73
12,74,nan,022,10,nan,0,001,001,0,001,A022,74
12,75,nan,022,10,nan,0,001,001,0,001,A022,75
12,76,nan,022,10,nan,0,001,001,0,001,A022,76
12,77,nan,022,10,nan,0,001,001,0,001,A022,77
12,78,nan,022,10,nan,0,001,001,0,001,A022,78
12,79,nan,022,10,nan,0,001,001,0,001,A022,79
13,1,nan,022,2,nan,0,001,001,0,001,A022,1
13,2,nan,022,2,nan,0,001,001,0,001,A022,2
13,3,nan,022,2,nan,0,001,001,0,001,A022,3
13,4,nan,022,2,nan,0,001,001,0,001,A022,4
13,5,nan,022,2,nan,0,001,001,0,001,A022,5
13,6,nan,022,2,nan,0,001,001,0,001,A022,6
13,7,nan,022,2,nan,0,001,001,0,001,A022,7
13,8,nan,022,2,nan,0,001,001,0,001,A022,8
13,9,nan,022,2,nan,0,001,001,0,001,A022,9
13,10,nan,022,2,nan,0,001,001,0,001,A022,10
13,11,nan,022,2,nan,0,001,001,0,001,A022,11
13,12,nan,022,2,nan,0,001,001,0,001,A022,12
13,13,nan,022,2,nan,0,001,001,0,001,A022,13
13,14,nan,022,2,nan,0,001,001,0,001,A022,14
13,15,nan,022,2,nan,0,001,001,0,001,A022,15
13,16,nan,022,2,nan,0,001,001,0,001,A022,16
13,17,nan,022,2,nan,0,001,001,0,001,A022,17
13,18,nan,022,2,nan,0,001,001,0,001,A022,18
13,19,nan,022,2,nan,0,001,001,0,001,A022,19
13,20,nan,022,2,nan,0,001,001,0,001,A022,20
13,21,nan,022,2,nan,0,001,001,0,001,A022,21
13,22,nan,022,2,nan,0,001,001,0,001,A022,22
13,23,nan,022,2,nan,0,001,001,0,001,A022,23
13,24,nan,022,2,nan,0,001,001,0,001,A022,24
13,25,nan,022,2,nan,0,001,001,0,001,A022,25
13,26,nan,022,2,nan,0,001,001,0,001,A022,26
13,27,nan,022,2,nan,0,001,001,0,001,A022,27
13,28,nan,022,2,nan,0,001,001,0,001,A022,28
13,29,nan,022,2,nan,0,001,001,0,001,A022,29
13,30,nan,022,2,nan,0,001,001,0,001,A022,30
13,31,nan,022,2,nan,0,001,001,0,001,A022,31
13,32,nan,022,2,nan,0,001,001,0,001,A022,32
13,33,nan,022,2,nan,0,001,001,0,001,A022,33
13,34,nan,022,2,nan,0,001,001,0,001,A022,34
13,35,nan,022,2,nan,0,001,001,0,001,A022,35
13,36,nan,022,2,nan,0,001,001,0,001,A022,36
13,37,nan,022,2,nan,0,001,001,0,001,A022,37
13,38,nan,022,2,nan,0,001,001,0,001,A022,40
13,39,nan,022,2,nan,0,001,001,0,001,A022,41
13,40,nan,022,2,nan,0,001,001,0,001,A022,42
13,41,nan,022,2,nan,0,001,001,0,001,A022,43
13,42,nan,022,2,nan,0,001,001,0,001,A022,44
13,43,nan,022,2,nan,0,001,001,0,001,A022,45
13,44,nan,022,2,nan,0,001,001,0,001,A022,46
13,45,nan,022,2,nan,0,001,001,0,001,A022,47
13,46,nan,022,2,nan,0,001,001,0,001,A022,48
13,47,nan,022,2,nan,0,001,001,0,001,A022,49
13,48,nan,022,2,nan,0,001,001,0,001,A022,50
13,49,nan,022,2,nan,0,001,001,0,001,A022,51
13,50,nan,022,2,nan,0,001,001,0,001,A022,52
13,51,nan,022,2,nan,0,001,001,0,001,A022,54
14,1,nan,022,3,nan,0,001,001,0,001,A022,1
14,2,nan,022,3,nan,0,001,001,0,001,A022,4
14,3,nan,022,3,nan,0,001,001,0,001,A022,5
14,4,nan,022,3,nan,0,001,001,0,001,A022,6
14,5,nan,022,3,nan,0,001,001,0,001,A022,7
14,6,nan,022,3,nan,0,001,001,0,001,A022,8
14,7,nan,022,3,nan,0,001,001,0,001,A022,9
14,8,nan,022,3,nan,0,001,001,0,001,A022,10
14,9,nan,022,3,nan,0,001,001,0,001,A022,11
14,10,nan,022,3,nan,0,001,001,0,001,A022,12
14,11,nan,022,3,nan,0,001,001,0,001,A022,13
14,12,nan,022,3,nan,0,001,001,0,001,A022,14
14,13,nan,022,3,nan,0,001,001,0,001,A022,15
14,14,nan,022,3,nan,0,001,001,0,001,A022,16
14,15,nan,022,3,nan,0,001,001,0,001,A022,17
14,16,nan,022,3,nan,0,001,001,0,001,A022,18
14,17,nan,022,3,nan,0,001,001,0,001,A022,19
14,18,nan,022,3,nan,0,001,001,0,001,A022,20
14,19,nan,022,3,nan,0,001,001,0,001,A022,21
14,20,nan,022,3,nan,0,001,001,0,001,A022,22
14,21,nan,022,3,nan,0,001,001,0,001,A022,23
14,22,nan,022,3,nan,0,001,001,0,001,A022,24
14,23,nan,022,3,nan,0,001,001,0,001,A022,25
14,24,nan,022,3,nan,0,001,001,0,001,A022,26
14,25,nan,022,3,nan,0,001,001,0,001,A022,27
14,26,nan,022,3,nan,0,001,001,0,001,A022,28
14,27,nan,022,3,nan,0,001,001,0,001,A022,29
14,28,nan,022,3,nan,0,001,001,0,001,A022,30
14,29,nan,022,3,nan,0,001,001,0,001,A022,31
14,30,nan,022,3,nan,0,001,001,0,001,A022,32
14,31,nan,022,3,nan,0,001,001,0,001,A022,33
14,32,nan,022,3,nan,0,001,001,0,001,A022,34
14,33,nan,022,3,nan,0,001,001,0,001,A022,36
14,34,nan,022,3,nan,0,001,001,0,001,A022,37
14,35,nan,022,3,nan,0,001,001,0,001,A022,38
14,36,nan,022,3,nan,0,001,001,0,001,A022,40
15,1,nan,022,4,nan,0,001,001,0,001,A022,1
15,2,nan,022,4,nan,0,001,001,0,001,A022,3
15,3,nan,022,4,nan,0,001,001,0,001,A022,4
15,4,nan,022,4,nan,0,001,001,0,001,A022,5
15,5,nan,022,4,nan,0,001,001,0,001,A022,6
15,6,nan,022,4,nan,0,001,001,0,001,A022,7
15,7,nan,022,4,nan,0,001,001,0,001,A022,8
15,8,nan,022,4,nan,0,001,001,0,001,A022,9
15,9,nan,022,4,nan,0,001,001,0,001,A022,10
15,10,nan,022,4,nan,0,001,001,0,001,A022,11
15,11,nan,022,4,nan,0,001,001,0,001,A022,12
15,12,nan,022,4,nan,0,001,001,0,001,A022,13
15,13,nan,022,4,nan,0,001,001,0,001,A022,14
15,14,nan,022,4,nan,0,001,001,0,001,A022,15
15,15,nan,022,4,nan,0,001,001,0,001,A022,16
15,16,nan,022,4,nan,0,001,001,0,001,A022,17
15,17,nan,022,4,nan,0,001,001,0,001,A022,18
15,18,nan,022,4,nan,0,001,001,0,001,A022,19
15,19,nan,022,4,nan,0,001,001,0,001,A022,20
15,20,nan,022,4,nan,0,001,001,0,001,A022,21
15,21,nan,022,4,nan,0,001,001,0,001,A022,22
15,22,nan,022,4,nan,0,001,001,0,001,A022,23
15,23,nan,022,4,nan,0,001,001,0,001,A022,24
15,24,nan,022,4,nan,0,001,001,0,001,A022,25
15,25,nan,022,4,nan,0,001,001,0,001,A022,26
15,26,nan,022,4,nan,0,001,001,0,001,A022,27
15,27,nan,022,4,nan,0,001,001,0,001,A022,28
15,28,nan,022,4,nan,0,001,001,0,001,A022,29
15,29,nan,022,4,nan,0,001,001,0,001,A022,30
15,30,nan,022,4,nan,0,001,001,0,001,A022,31
15,31,nan,022,4,nan,0,001,001,0,001,A022,32
15,32,nan,022,4,nan,0,001,001,0,001,A022,33
15,33,nan,022,4,nan,0,001,001,0,001,A022,34
15,34,nan,022,4,nan,0,001,001,0,001,A022,35
15,35,nan,022,4,nan,0,001,001,0,001,A022,36
15,36,nan,022,4,nan,0,001,001,0,001,A022,37
15,37,nan,022,4,nan,0,001,001,0,001,A022,38
15,38,nan,022,4,nan,0,001,001,0,001,A022,39
15,39,nan,022,4,nan,0,001,001,0,001,A022,40
15,40,nan,022,4,nan,0,001,001,0,001,A022,41
16,1,nan,022,5,nan,0,001,001,0,001,A022,1
16,2,nan,022,5,nan,0,001,001,0,001,A022,2
16,3,nan,022,5,nan,0,001,001,0,001,A022,3
16,4,nan,022,5,nan,0,001,001,0,001,A022,4
16,5,nan,022,5,nan,0,001,001,0,001,A022,5
16,6,nan,022,5,nan,0,001,001,0,001,A022,6
16,7,nan,022,5,nan,0,001,001,0,001,A022,7
16,8,nan,022,5,nan,0,001,001,0,001,A022,8
16,9,nan,022,5,nan,0,001,001,0,001,A022,9
16,10,nan,022,5,nan,0,001,001,0,001,A022,10
16,11,nan,022,5,nan,0,001,001,0,001,A022,11
16,12,nan,022,5,nan,0,001,001,0,001,A022,12
16,13,nan,022,5,nan,0,001,001,0,001,A022,13
16,14,nan,022,5,nan,0,001,001,0,001,A022,14
16,15,nan,022,5,nan,0,001,001,0,001,A022,15
16,16,nan,022,5,nan,0,001,001,0,001,A022,16
16,17,nan,022,5,nan,0,001,001,0,001,A022,17
16,18,nan,022,5,nan,0,001,001,0,001,A022,18
16,19,nan,022,5,nan,0,001,001,0,001,A022,19
16,20,nan,022,5,nan,0,001,001,0,001,A022,20
16,21,nan,022,5,nan,0,001,001,0,001,A022,21
16,22,nan,022,5,nan,0,001,001,0,001,A022,22
16,23,nan,022,5,nan,0,001,001,0,001,A022,23
16,24,nan,022,5,nan,0,001,001,0,001,A022,24
16,25,nan,022,5,nan,0,001,001,0,001,A022,25
16,26,nan,022,5,nan,0,001,001,0,001,A022,26
16,27,nan,022,5,nan,0,001,001,0,001,A022,27
16,28,nan,022,5,nan,0,001,001,0,001,A022,28
16,29,nan,022,5,nan,0,001,001,0,001,A022,30
16,30,nan,022,5,nan,0,001,001,0,001,A022,31
16,31,nan,022,5,nan,0,001,001,0,001,A022,32
16,32,nan,022,5,nan,0,001,001,0,001,A022,33
16,33,nan,022,5,nan,0,001,001,0,001,A022,34
16,34,nan,022,5,nan,0,001,001,0,001,A022,35
16,35,nan,022,5,nan,0,001,001,0,001,A022,36
16,36,nan,022,5,nan,0,001,001,0,001,A022,37
16,37,nan,022,5,nan,0,001,001,0,001,A022,38
16,38,nan,022,5,nan,0,001,001,0,001,A022,39
16,39,nan,022,5,nan,0,001,001,0,001,A022,40
16,40,nan,022,5,nan,0,001,001,0,001,A022,41
16,41,nan,022,5,nan,0,001,001,0,001,A022,42
16,42,nan,022,5,nan,0,001,001,0,001,A022,43
16,43,nan,022,5,nan,0,001,001,0,001,A022,44
16,44,nan,022,5,nan,0,001,001,0,001,A022,45
16,45,nan,022,5,nan,0,001,001,0,001,A022,46
16,46,nan,022,5,nan,0,001,001,0,001,A022,47
16,47,nan,022,5,nan,0,001,001,0,001,A022,48
16,48,nan,022,5,nan,0,001,001,0,001,A022,49
16,49,nan,022,5,nan,0,001,001,0,001,A022,50
16,50,nan,022,5,nan,0,001,001,0,001,A022,51
16,51,nan,022,5,nan,0,001,001,0,001,A022,52
16,52,nan,022,5,nan,0,001,001,0,001,A022,53
16,53,nan,022,5,nan,0,001,001,0,001,A022,54
16,54,nan,022,5,nan,0,001,001,0,001,A022,55
16,55,nan,022,5,nan,0,001,001,0,001,A022,56
16,56,nan,022,5,nan,0,001,001,0,001,A022,57
16,57,nan,022,5,nan,0,001,001,0,001,A022,58
16,58,nan,022,5,nan,0,001,001,0,001,A022,59
16,59,nan,022,5,nan,0,001,001,0,001,A022,60
16,60,nan,022,5,nan,0,001,001,0,001,A022,61
16,61,nan,022,5,nan,0,001,001,0,001,A022,62
16,62,nan,022,5,nan,0,001,001,0,001,A022,63
16,63,nan,022,5,nan,0,001,001,0,001,A022,64
17,1,nan,022,6,nan,0,001,001,0,001,A022,1
17,2,nan,022,6,nan,0,001,001,0,001,A022,2
17,3,nan,022,6,nan,0,001,001,0,001,A022,3
17,4,nan,022,6,nan,0,001,001,0,001,A022,4
17,5,nan,022,6,nan,0,001,001,0,001,A022,5
17,6,nan,022,6,nan,0,001,001,0,001,A022,6
17,7,nan,022,6,nan,0,001,001,0,001,A022,7
17,8,nan,022,6,nan,0,001,001,0,001,A022,8
17,9,nan,022,6,nan,0,001,001,0,001,A022,9
17,10,nan,022,6,nan,0,001,001,0,001,A022,10
17,11,nan,022,6,nan,0,001,001,0,001,A022,11
17,12,nan,022,6,nan,0,001,001,0,001,A022,12
17,13,nan,022,6,nan,0,001,001,0,001,A022,13
17,14,nan,022,6,nan,0,001,001,0,001,A022,14
17,15,nan,022,6,nan,0,001,001,0,001,A022,15
17,16,nan,022,6,nan,0,001,001,0,001,A022,16
17,17,nan,022,6,nan,0,001,001,0,001,A022,17
17,18,nan,022,6,nan,0,001,001,0,001,A022,18
17,19,nan,022,6,nan,0,001,001,0,001,A022,19
17,20,nan,022,6,nan,0,001,001,0,001,A022,20
17,21,nan,022,6,nan,0,001,001,0,001,A022,21
17,22,nan,022,6,nan,0,001,001,0,001,A022,22
17,23,nan,022,6,nan,0,001,001,0,001,A022,23
17,24,nan,022,6,nan,0,001,001,0,001,A022,24
17,25,nan,022,6,nan,0,001,001,0,001,A022,25
17,26,nan,022,6,nan,0,001,001,0,001,A022,26
17,27,nan,022,6,nan,0,001,001,0,001,A022,27
17,28,nan,022,6,nan,0,001,001,0,001,A022,28
17,29,nan,022,6,nan,0,001,001,0,001,A022,29
17,30,nan,022,6,nan,0,001,001,0,001,A022,30
17,31,nan,022,6,nan,0,001,001,0,001,A022,31
17,32,nan,022,6,nan,0,001,001,0,001,A022,32
17,33,nan,022,6,nan,0,001,001,0,001,A022,33
17,34,nan,022,6,nan,0,001,001,0,001,A022,34
17,35,nan,022,6,nan,0,001,001,0,001,A022,35
17,36,nan,022,6,nan,0,001,001,0,001,A022,36
17,37,nan,022,6,nan,0,001,001,0,001,A022,37
17,38,nan,022,6,nan,0,001,001,0,001,A022,38
17,39,nan,022,6,nan,0,001,001,0,001,A022,39
17,40,nan,022,6,nan,0,001,001,0,001,A022,40
17,41,nan,022,6,nan,0,001,001,0,001,A022,41
17,42,nan,022,6,nan,0,001,001,0,001,A022,42
17,43,nan,022,6,nan,0,001,001,0,001,A022,43
17,44,nan,022,6,nan,0,001,001,0,001,A022,44
17,45,nan,022,6,nan,0,001,001,0,001,A022,45
17,46,nan,022,6,nan,0,001,001,0,001,A022,46
17,47,nan,022,6,nan,0,001,001,0,001,A022,47
17,48,nan,022,6,nan,0,001,001,0,001,A022,48
17,49,nan,022,6,nan,0,001,001,0,001,A022,49
17,50,nan,022,6,nan,0,001,001,0,001,A022,50
17,51,nan,022,6,nan,0,001,001,0,001,A022,51
17,52,nan,022,6,nan,0,001,001,0,001,A022,52
17,53,nan,022,6,nan,0,001,001,0,001,A022,53
17,54,nan,022,6,nan,0,001,001,0,001,A022,54
17,55,nan,022,6,nan,0,001,001,0,001,A022,55
17,56,nan,022,6,nan,0,001,001,0,001,A022,56
17,57,nan,022,6,nan,0,001,001,0,001,A022,57
17,58,nan,022,6,nan,0,001,001,0,001,A022,58
18,1,nan,022,7,nan,0,001,001,0,001,A022,1
18,2,nan,022,7,nan,0,001,001,0,001,A022,2
18,3,nan,022,7,nan,0,001,001,0,001,A022,3
18,4,nan,022,7,nan,0,001,001,0,001,A022,5
18,5,nan,022,7,nan,0,001,001,0,001,A022,6
18,6,nan,022,7,nan,0,001,001,0,001,A022,7
18,7,nan,022,7,nan,0,001,001,0,001,A022,8
18,8,nan,022,7,nan,0,001,001,0,001,A022,9
18,9,nan,022,7,nan,0,001,001,0,001,A022,10
18,10,nan,022,7,nan,0,001,001,0,001,A022,11
18,11,nan,022,7,nan,0,001,001,0,001,A022,12
18,12,nan,022,7,nan,0,001,001,0,001,A022,13
18,13,nan,022,7,nan,0,001,001,0,001,A022,14
18,14,nan,022,7,nan,0,001,001,0,001,A022,15
18,15,nan,022,7,nan,0,001,001,0,001,A022,16
18,16,nan,022,7,nan,0,001,001,0,001,A022,17
18,17,nan,022,7,nan,0,001,001,0,001,A022,18
18,18,nan,022,7,nan,0,001,001,0,001,A022,19
18,19,nan,022,7,nan,0,001,001,0,001,A022,20
18,20,nan,022,7,nan,0,001,001,0,001,A022,21
18,21,nan,022,7,nan,0,001,001,0,001,A022,22
18,22,nan,022,7,nan,0,001,001,0,001,A022,23
18,23,nan,022,7,nan,0,001,001,0,001,A022,24
18,24,nan,022,7,nan,0,001,001,0,001,A022,25
18,25,nan,022,7,nan,0,001,001,0,001,A022,26
18,26,nan,022,7,nan,0,001,001,0,001,A022,27
18,27,nan,022,7,nan,0,001,001,0,001,A022,28
18,28,nan,022,7,nan,0,001,001,0,001,A022,29
18,29,nan,022,7,nan,0,001,001,0,001,A022,30
18,30,nan,022,7,nan,0,001,001,0,001,A022,31
18,31,nan,022,7,nan,0,001,001,0,001,A022,32
18,32,nan,022,7,nan,0,001,001,0,001,A022,33
18,33,nan,022,7,nan,0,001,001,0,001,A022,34
18,34,nan,022,7,nan,0,001,001,0,001,A022,35
18,35,nan,022,7,nan,0,001,001,0,001,A022,36
18,36,nan,022,7,nan,0,001,001,0,001,A022,37
18,37,nan,022,7,nan,0,001,001,0,001,A022,38
18,38,nan,022,7,nan,0,001,001,0,001,A022,39
18,39,nan,022,7,nan,0,001,001,0,001,A022,40
18,40,nan,022,7,nan,0,001,001,0,001,A022,41
18,41,nan,022,7,nan,0,001,001,0,001,A022,42
18,42,nan,022,7,nan,0,001,001,0,001,A022,43
18,43,nan,022,7,nan,0,001,001,0,001,A022,44
18,44,nan,022,7,nan,0,001,001,0,001,A022,45
18,45,nan,022,7,nan,0,001,001,0,001,A022,46
18,46,nan,022,7,nan,0,001,001,0,001,A022,48
18,47,nan,022,7,nan,0,001,001,0,001,A022,49
18,48,nan,022,7,nan,0,001,001,0,001,A022,50
18,49,nan,022,7,nan,0,001,001,0,001,A022,51
18,50,nan,022,7,nan,0,001,001,0,001,A022,52
18,51,nan,022,7,nan,0,001,001,0,001,A022,53
18,52,nan,022,7,nan,0,001,001,0,001,A022,54
18,53,nan,022,7,nan,0,001,001,0,001,A022,55
18,54,nan,022,7,nan,0,001,001,0,001,A022,56
18,55,nan,022,7,nan,0,001,001,0,001,A022,58
